,id,check-in,check-out,titulo,titulo_2,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,avaliação,comentários,preço,preço_total,superhost
175,39549389,2021-03-12,2021-03-14,Casa inteira em Baougainville Residencial,CASA COND FECH 4 SUITES PISCINA E LASER - PERUÍBE,8 hóspedes,4 quartos,6 camas,5 banheiros e meio,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,5.0,6,807,1.883,Raridade
176,39549389,2021-03-26,2021-03-28,Casa inteira em Baougainville Residencial,CASA COND FECH 4 SUITES PISCINA E LASER - PERUÍBE,8 hóspedes,4 quartos,6 camas,5 banheiros e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,6,807,1.883,Raridade
177,46082679,2021-03-19,2021-03-21,Casa inteira em Gaivota - Praia,"Casa aconchegante, área de lazer e churrasqueira.",15 hóspedes,3 quartos,12 camas,3 banheiros,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,3,266,681,Novo preço mais baixo
180,45590553,2021-03-12,2021-03-14,Casa inteira em Vila Romar,Casa de praia com piscina 15 pessoas em Peruíbe SP,15 hóspedes,5 quartos,8 camas,5 banheiros,Piscina,Cozinha,Estacionamento gratuito,Permitido animais,4.67,3,913,1.826,Novo preço mais baixo
182,41129581,2021-03-12,2021-03-14,Quarto inteiro em Peruíbe,Pousada Suíte c/ Piscina e Ar Cond - 100m do mar,2 hóspedes,1 quarto,1 cama,1 banheiros privado,Wi-Fi,Ar-condicionado,Estacionamento gratuito,Piscina,4.91,45,134,317,Raridade
183,30973729,2021-03-12,2021-03-14,Casa de hóspedes inteira em Jardim Peruibe,Edícula na Praia de Peruíbe/SP.,3 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Ar-condicionado,Máquina de Lavar,Cozinha,4.78,90,108,285,Raridade
184,39122509,2021-03-12,2021-03-14,Quarto inteiro em Parque Balneario Oasis,"Suíte 4 ""Aconchego ""c/piscina,ar cond 100 M Praia",2 hóspedes,1 quarto,1 cama,1 banheiros privado,Wi-Fi,Vista para o mar,Ar-condicionado,Piscina,5.0,7,135,329,Novo preço mais baixo
185,29684686,2021-03-12,2021-03-14,Casa inteira em Peruíbe,Casa do Carlos  em Peruíbe.,4 hóspedes,Estúdio,1 cama,1 banheiro,Wi-Fi,Ar-condicionado,Máquina de Lavar,Cozinha,4.94,68,237,593,Raridade
186,46690967,2021-03-12,2021-03-14,Quarto inteiro em Parque Balneario Oasis,"Suíte 7 varanda "" Por do Sol """,2 hóspedes,1 quarto,1 cama,1 banheiros privado,Wi-Fi,Vista para o mar,Ar-condicionado,Piscina,5.0,5,158,375,Novo preço mais baixo
187,41132118,2021-03-12,2021-03-14,Quarto inteiro em Parque Balneario Oasis,Pousada Suíte p/3 c/Ar Cond e Piscina -100m do mar,3 hóspedes,1 quarto,2 camas,1 banheiros privado,Wi-Fi,Ar-condicionado,Estacionamento gratuito,Piscina,4.75,24,145,340,Raridade
