,id,check-in,check-out,titulo,titulo_2,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,avaliação,comentários,preço,preço_total,superhost
723,42893203,2021-04-09,2021-04-11,Condomínio inteiro em Gonzaga,Estanconfor Santos Apto 1210,3 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.89,19,271,541,Raridade
724,46115874,2021-04-09,2021-04-11,Flat inteiro em Boqueirão,"#flat85 - WiFi, Piscina, Churrasqueira e Garagem",2 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.93,15,211,502,Raridade
727,44360124,2021-04-23,2021-04-25,Apartamento inteiro em Boa Vista,Apartamento Boa Vista,2 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Estacionamento gratuito,Máquina de Lavar,Cozinha,4.95,19,164,377,Raridade
728,46115874,2021-04-23,2021-04-25,Flat inteiro em Boqueirão,"#flat85 - WiFi, Piscina, Churrasqueira e Garagem",2 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Self check-In,Piscina,Estacionamento gratuito,4.93,15,211,502,Raridade
729,47248981,2021-04-23,2021-04-25,Loft inteiro em Ilha Porchat,"Paraíso sobre o Mar, Ilha Porchat🏝 😍🍹🍹😍",2 hóspedes,1 quarto,1 cama,1 banheiro,Wi-Fi,Vista para as águas,Estacionamento gratuito,Vista para o mar,5.0,8,351,822,Raridade
732,22577411,2021-04-02,2021-04-04,Apartamento inteiro em José Menino,Delícia de apartamento com vista ao Mar,6 hóspedes,1 quarto,4 camas,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.94,55,245,639,Raridade
733,40633504,2021-04-09,2021-04-11,Flat inteiro em Boqueirão,"#studio57 - A/C, WiFi, Piscina, Churrasq. e Vaga",4 hóspedes,Estúdio,1 cama,1 banheiro,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.94,62,246,571,Raridade
736,47294739,2021-04-30,previous_page_section_name=1000,Apartamento inteiro em Vila Julia,Venha desfrutar do melhor do Guarujá,5 hóspedes,1 quarto,1 cama,1 banheiro e meio,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,3.75,4,105,205,Novo preço mais baixo
737,32401352,2021-04-23,2021-04-25,Quarto inteiro em Barra Funda,Suíte aconchegante Pitangueiras  Guarujá,2 hóspedes,1 quarto,1 cama,1 banheiros privado,Wi-Fi,Elevador,Piscina,Estacionamento gratuito,4.87,92,206,411,Raridade
738,45326560,2021-04-23,2021-04-25,Apartamento inteiro em Gonzaga,Apartamento Inteiro com acesso à praia do Gonzaga,4 hóspedes,1 quarto,2 camas,1 banheiro,Ar-condicionado,Wi-Fi,Estacionamento gratuito,Permitido animais,5.0,7,147,443,Raridade
741,35258533,2021-04-09,2021-04-11,Apartamento inteiro em José Menino,Lindo e aconchegante apartamento em Santos,4 hóspedes,1 quarto,2 camas,1 banheiro,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.94,33,410,970,Raridade
742,20283404,2021-04-09,2021-04-11,Apartamento inteiro em Santos,BOOK SANTOS - Unlimited 1111 - Um Resort em Santos,4 hóspedes,1 quarto,2 camas,1 banheiro,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.75,36,327,784,Raridade
