,ID,Check-In,Check-Out,Localização,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Vista para o mar,Piscina,Lava-louças,Wi-Fi,Café da Manhã,Máquina de Lavar,Estacionamento gratuito,Academia,Jacuzzi,Secadora,Entrada/saída para esquis,Cozinha,Vista para as águas,Permitido animais,Lareira interna,Ar-condicionado,Self check-In,Elevador,Novo preço mais baixo,Raridade,Banheiro Compartilhado
1181,46412292,2021-03-26,2021-03-28,Vila Tupi,5,1,5,1,4.67,6,203.0,525.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1465,47138268,2021-03-12,2021-03-14,Gonzaga,4,1,2,1,5.0,9,263.0,605.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4241,47288170,2021-03-26,2021-03-28,Jd Santa Tereza,6,2,5,1,5.0,8,343.0,685.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
106,23071620,2021-02-19,2021-02-21,Jardim Las Palmas,6,3,4,2,4.76,47,552.0,1244.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
4847,28812644,2021-03-12,2021-03-14,Praia Grande,5,1,1,1,4.73,52,132.0,348.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
2472,22135736,2021-04-23,2021-04-25,Itararé,6,2,3,2,4.89,106,195.0,559.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2830,38958769,2021-04-23,2021-04-25,Ponta da Praia,2,1,1,1,4.96,26,232.0,514.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,False
1526,42329117,2021-03-26,2021-03-28,Nova Mirim,4,1,4,1,4.88,34,258.0,616.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
802,15326563,2021-03-26,2021-03-28,Guarujá,4,2,2,2,4.9,92,349.0,787.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
1505,31831718,2021-03-05,2021-03-07,Aviação,6,1,2,2,4.91,55,239.0,628.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3939,21282060,2021-02-19,2021-02-21,Guarujá,2,2,1,2,4.63,43,131.0,412.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,False
4910,41937959,2021-03-19,2021-03-21,Guilhermina,6,1,2,1,4.95,19,181.0,502.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
135,33075341,2021-02-19,2021-02-21,Barra Funda,4,1,3,1,4.62,53,188.0,456.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1924,47031517,2021-03-12,2021-03-14,Gonzaga,2,1,2,1,5.0,17,185.0,370.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,True
1808,39499342,2021-02-26,2021-02-28,Praia Grande,4,1,3,1,5.0,17,184.0,488.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1076,17715456,2021-02-26,2021-02-28,Praia Grande,6,2,3,1,4.9,41,242.0,342.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3599,30123921,2021-03-19,2021-03-21,Itararé,4,1,3,1,4.89,129,140.0,320.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False
5171,29684686,2021-03-26,2021-03-28,Casa inteira em Peruíbe,4,1,1,1,4.94,68,237.0,593.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4554,47306066,2021-03-12,2021-03-14,Jardim Marina,6,1,1,2,5.0,4,272.0,673.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
175,47720429,2021-02-12,2021-02-14,Cidade Ocian,3,1,2,1,5.0,4,163.0,405.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2626,42893203,2021-04-09,2021-04-11,Gonzaga,3,1,1,1,4.89,19,271.0,541.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
223,46642800,2021-02-19,2021-02-21,José Menino,4,1,2,1,4.88,8,341.0,812.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
78,45515129,2021-02-12,2021-02-14,Ponta da Praia,4,1,2,1,5.0,8,156.0,411.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
3896,46173892,2021-02-26,2021-02-28,Boqueirão,4,1,4,1,5.0,14,177.0,443.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,False
1541,31985859,2021-03-26,2021-03-28,Aviação,6,1,4,2,4.89,27,257.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2993,45353334,2021-01-29,2021-01-31,Gonzaga,9,2,4,2,4.47,15,350.0,849.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,False
3302,41172752,2021-03-19,2021-03-21,Jardim Marina,6,2,6,2,5.0,10,146.0,411.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1931,16017651,2021-03-12,2021-03-14,Santos,4,1,2,1,4.82,100,158.0,456.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
3603,38842222,2021-03-05,2021-03-07,São Vicente,3,1,1,1,4.42,19,149.0,297.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4774,20774709,2021-03-05,2021-03-07,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,98,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,False
4715,45620462,2021-03-05,2021-03-07,Vila Balneária,4,2,3,2,4.68,25,164.0,377.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,False
376,29763562,2021-02-26,2021-02-28,Guilhermina,4,1,2,1,4.97,38,223.0,531.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
1264,45330277,2021-03-12,2021-03-14,Cidade Ocian,6,2,5,3,4.3,10,131.0,411.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,True
5126,47157768,2021-03-19,2021-03-21,Casa inteira em Centro,8,2,6,1,4.33,3,274.0,548.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4389,40842676,2021-02-19,2021-02-21,Praia Grande,4,1,1,1,4.68,19,264.0,628.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False
3424,46287455,2021-03-19,2021-03-21,José Menino,4,1,2,1,4.57,7,181.0,496.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
88,21458651,2021-02-26,2021-02-28,Vila Julia,4,1,3,2,4.58,31,182.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3046,42037869,2021-01-29,2021-01-31,Santos,4,1,3,1,4.78,9,303.0,734.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4483,24453320,2021-02-19,2021-02-21,Santo Amaro,4,1,2,1,4.89,47,206.0,532.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,False
5165,45590553,2021-03-12,2021-03-14,Casa inteira em Vila Romar,15,5,8,5,4.67,3,913.0,1826.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3809,46545728,2021-02-26,2021-02-28,Aparecida,4,1,2,1,5.0,3,228.0,456.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
2934,25858398,2021-01-29,2021-01-31,Jardim Las Palmas,3,1,1,1,4.93,41,160.0,320.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,True
3207,29763562,2021-02-26,2021-02-28,Guilhermina,4,1,2,1,4.97,38,223.0,531.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
448,13595641,2021-03-19,2021-03-21,Guarujá,6,1,6,1,4.95,20,157.0,434.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
4524,45063145,2021-02-26,2021-02-28,Vila Andrade,2,1,1,1,4.78,9,124.0,397.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,False
8,21458651,2021-02-26,2021-02-28,Vila Julia,4,1,3,2,4.58,31,182.0,514.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
2105,22135736,2021-03-19,2021-03-21,Itararé,6,2,3,2,4.89,106,206.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1202,41530242,2021-03-12,2021-03-14,Vila Assuncao,4,2,4,2,4.89,18,223.0,445.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
4805,41368215,2021-03-26,2021-03-28,Vila Assuncao,5,1,4,1,4.97,37,171.0,342.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
676,37976286,2021-03-19,2021-03-21,José Menino,6,1,1,1,4.78,9,410.0,970.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
2459,31567025,2021-04-16,2021-04-18,Praia Grande,6,1,4,1,4.9,42,171.0,342.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
4085,15880419,2021-03-26,2021-03-28,Bertioga,4,1,2,1,4.57,65,365.0,730.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
526,47138268,2021-03-19,2021-03-21,Gonzaga,4,1,2,1,5.0,9,263.0,605.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,False
3052,39026513,2021-01-29,2021-01-31,Jardim Las Palmas,4,2,3,2,5.0,26,171.0,342.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3199,40207948,2021-02-26,2021-02-28,Aviação,6,2,2,2,5.0,21,275.0,549.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1874,46661490,2021-02-12,2021-02-14,Nova Mirim,4,1,3,1,5.0,8,203.0,406.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5083,41062060,2021-03-26,2021-03-28,Casa inteira em Vila Peruibe,10,3,7,2,4.53,30,457.0,913.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5189,26779107,2021-03-19,2021-03-21,Casa inteira em Estância Bal Maria H Novaes,10,3,9,2,4.84,43,360.0,970.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2193,45258176,2021-03-26,2021-03-28,Boqueirão,5,1,6,1,5.0,4,181.0,491.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2935,29647093,2021-01-29,2021-01-31,Gonzaga,5,1,2,1,4.7,37,257.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4098,46313068,2021-03-26,2021-03-28,Centerville,5,1,2,1,4.6,5,129.0,308.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,True
3714,46642800,2021-02-19,2021-02-21,José Menino,4,1,2,1,4.88,8,341.0,812.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3712,43885755,2021-02-26,2021-02-28,Casa inteira em Maitinga,6,2,7,1,5.0,11,382.0,913.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
4090,20774709,2021-03-12,2021-03-14,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,98,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
4287,20774709,2021-03-26,2021-03-28,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,98,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,False
4426,46642800,2021-02-19,2021-02-21,José Menino,4,1,2,1,4.88,8,341.0,812.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
3797,46261182,2021-02-26,2021-02-28,Casa inteira em Maitinga,10,3,9,3,5.0,8,414.0,1027.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
2292,22135736,2021-04-02,2021-04-04,Itararé,6,2,3,2,4.89,106,206.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4555,46800604,2021-03-12,2021-03-14,Vila Assuncao,6,1,6,1,4.88,8,121.0,342.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2888,42086418,2021-04-09,2021-04-11,Ilha Porchat,4,1,2,1,5.0,14,127.0,253.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
4491,22806881,2021-02-26,2021-02-28,Vila inteira em Rio Cotia,9,4,5,6,4.95,22,696.0,1541.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
240,32395774,2021-02-12,2021-02-14,Casa inteira em Balneario Cidade Atlantica,6,2,3,2,4.85,26,638.0,1426.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
4766,45605033,2021-03-12,2021-03-14,Anchieta,2,1,1,1,4.88,8,160.0,320.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
274,41505523,2021-02-19,2021-02-21,Centro,5,2,4,2,5.0,16,296.0,742.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,False
2392,46045251,2021-04-09,2021-04-11,Gonzaga,4,2,2,2,4.38,13,279.0,558.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4646,31643433,2021-03-05,2021-03-07,Casa inteira em Jd Marcia II,8,3,5,2,4.67,9,218.0,635.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,False
4921,31740002,2021-03-19,2021-03-21,Casa inteira em Nova Itanhaém - Interior,12,3,11,3,4.66,29,380.0,879.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2103,44642259,2021-03-19,2021-03-21,Guilhermina,6,2,7,3,4.96,24,254.0,628.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
205,22210241,2021-02-26,2021-02-28,Guilhermina,4,1,2,1,4.95,117,176.0,411.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
907,40939239,2021-03-19,2021-03-21,Pitangueiras,9,1,2,1,5.0,15,185.0,369.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,True
4261,24115709,2021-03-26,2021-03-28,Santos,3,1,4,1,4.95,107,144.0,382.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,False
4558,38460602,2021-03-26,2021-03-28,Centro,5,1,4,2,4.75,45,261.0,571.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1210,46599454,2021-03-05,2021-03-07,Guilhermina,6,2,2,2,4.75,4,265.0,609.0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,False
3489,41143618,2021-03-05,2021-03-07,Mongagua,6,1,3,1,4.89,35,178.0,445.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
4163,21880401,2021-03-12,2021-03-14,Maitinga,5,1,4,1,4.91,86,286.0,571.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
83,35258533,2021-02-12,2021-02-14,José Menino,4,1,2,1,4.94,33,455.0,1059.0000000000002,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
57,47057187,2021-02-12,2021-02-14,Jardim Las Palmas,2,1,1,1,5.0,9,240.0,479.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
1349,46461344,2021-03-26,2021-03-28,Vila Tupi,6,1,8,1,4.8,5,181.0,491.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
1021,24115709,2021-03-05,2021-03-07,Santos,3,1,4,1,4.95,107,150.0,394.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
1752,20713038,2021-02-12,2021-02-14,Itararé,2,1,1,1,4.28,65,156.0,342.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,False
4393,47306066,2021-02-26,2021-02-28,Jardim Marina,6,1,1,2,5.0,4,329.0,787.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,False
4777,39392052,2021-03-26,2021-03-28,Casa inteira em Cibratel II,13,3,9,2,4.92,25,559.0,1267.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
1857,39535674,2021-02-19,2021-02-21,Boqueirão,4,1,4,1,4.85,46,290.0,650.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5167,29684686,2021-03-12,2021-03-14,Casa inteira em Peruíbe,4,1,1,1,4.94,68,237.0,593.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2225,38798592,2021-03-26,2021-03-28,Guilhermina,6,2,4,2,4.92,27,179.0,468.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
4789,39557518,2021-03-05,2021-03-07,Casa inteira em Balneário Tupy,11,3,11,3,4.93,31,425.0,1050.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4053,46728878,2021-03-05,2021-03-07,Pitangueiras,4,1,2,1,5.0,6,253.0,605.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
1709,40375621,2021-02-12,2021-02-14,Aparecida,4,1,4,1,4.22,9,206.0,411.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,False
2651,39763299,2021-04-02,2021-04-04,José Menino,3,1,2,1,4.65,51,120.0,320.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
4312,45067470,2021-02-19,2021-02-21,Parque Balneario Oasis,3,1,2,1,4.88,16,145.0,340.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
962,21646808,2021-03-12,2021-03-14,Gonzaga,5,1,3,1,4.8,66,183.0,365.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
4879,46189306,2021-03-05,2021-03-07,Mongaguá,7,2,6,2,5.0,7,521.0,1141.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1634,46598321,2021-02-12,2021-02-14,Nova Mirim,4,1,3,1,5.0,6,203.0,406.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3259,45807087,2021-02-19,2021-02-21,Vila Assuncao,6,1,4,1,5.0,4,237.0,593.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1870,46604376,2021-02-12,2021-02-14,Itararé,4,1,2,1,5.0,9,181.0,422.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1965,47517305,2021-03-26,2021-03-28,Gonzaga,4,1,1,1,4.71,7,356.0,841.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1695,45481749,2021-02-26,2021-02-28,José Menino,4,1,2,1,4.9,10,380.0,884.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1830,45549349,2021-02-19,2021-02-21,Gonzaga,4,1,1,1,4.8,5,345.0,719.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
359,22105045,2021-02-19,2021-02-21,Balneario Cidade Atlantica,5,1,3,1,4.95,40,179.0,432.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,True
2991,35083002,2021-01-29,2021-01-31,Pitangueira,4,1,3,1,4.7,53,232.0,534.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
2817,42040376,2021-04-23,2021-04-25,Itararé,2,1,3,1,4.8,5,128.0,280.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
367,45362892,2021-02-26,2021-02-28,Centro,4,1,3,1,4.79,14,323.0,765.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3487,40673864,2021-03-19,2021-03-21,Casa inteira em Cibratel II,6,2,2,1,4.77,14,285.0,719.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2043,16205062,2021-03-12,2021-03-14,Santos,4,1,3,1,4.69,32,171.0,342.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2553,41990959,2021-04-09,2021-04-11,Nova Mirim,3,1,3,1,4.94,34,211.0,502.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3542,40673627,2021-03-05,2021-03-07,Casa inteira em Loty,16,1,1,2,4.86,21,336.0,671.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2,44419309,2021-02-26,2021-02-28,José Menino,4,1,1,1,4.84,25,171.0,342.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1925,42086418,2021-03-12,2021-03-14,Ilha Porchat,4,1,2,1,5.0,14,127.0,253.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,True
933,43932528,2021-03-05,2021-03-07,Vila Matias,5,1,1,1,4.94,32,241.0,606.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
1985,46989665,2021-03-05,2021-03-07,José Menino,3,1,2,1,5.0,4,144.0,427.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False
747,33075341,2021-03-26,2021-03-28,Barra Funda,4,1,3,1,4.62,53,188.0,456.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
3756,39790134,2021-02-19,2021-02-21,Riviera de São Lourenço,6,1,3,1,4.76,17,410.0,970.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
4638,33346325,2021-03-19,2021-03-21,Quarto de albergue em Vila São Paulo,4,1,3,1,4.94,16,206.0,411.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
531,21646808,2021-03-26,2021-03-28,Gonzaga,5,1,3,1,4.8,66,183.0,365.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1937,40532701,2021-03-26,2021-03-28,Gonzaga,4,1,2,1,4.91,23,216.0,582.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
2248,47031517,2021-04-23,2021-04-25,Gonzaga,2,1,2,1,5.0,17,206.0,411.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
3470,38798592,2021-03-26,2021-03-28,Guilhermina,6,2,4,2,4.92,27,163.0,456.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
391,21343322,2021-02-12,2021-02-14,Jardim Imperador,6,1,4,1,4.4,32,171.0,342.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3140,35592746,2021-01-29,2021-01-31,Embaré,4,1,3,1,5.0,27,214.0,468.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1307,47138268,2021-03-19,2021-03-21,Gonzaga,4,1,2,1,5.0,9,263.0,605.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,False
3791,31023373,2021-02-26,2021-02-28,Casa inteira em Jd Albatroz II,12,3,12,3,4.88,8,208.0,566.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
572,41364919,2021-03-19,2021-03-21,Santos,4,1,2,1,4.94,16,208.0,536.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
3878,20713038,2021-02-19,2021-02-21,Itararé,2,1,1,1,4.28,65,145.0,320.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,False
2956,30289911,2021-01-29,2021-01-31,Boqueirão,4,1,4,1,4.66,104,371.0,742.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1730,25068887,2021-02-12,2021-02-14,Itararé,4,2,3,1,4.83,24,246.0,571.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
2172,31436143,2021-03-12,2021-03-14,Santos,4,1,2,1,4.89,35,356.0,841.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3067,46287455,2021-01-29,2021-01-31,José Menino,4,1,2,1,4.5,4,237.0,608.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,False
3981,33167537,2021-03-26,2021-03-28,Bela Vista,2,1,1,1,4.84,245,161.0,321.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,False
3601,4344553,2021-03-26,2021-03-28,são vicente,4,1,2,1,4.76,41,259.0,698.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
4849,39392052,2021-03-26,2021-03-28,Casa inteira em Cibratel II,13,3,9,2,4.92,25,559.0,1267.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
3664,39056674,2021-03-26,2021-03-28,Casa inteira em Quinta do Guarau,5,2,4,1,4.96,45,233.0,565.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
3834,45214967,2021-02-19,2021-02-21,Casa inteira em Praia de Juqueí,4,1,3,1,4.94,18,636.0,1422.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
4136,38842222,2021-03-12,2021-03-14,São Vicente,3,1,1,1,4.42,19,149.0,297.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
3055,30282988,2021-01-29,2021-01-31,Itarare,3,1,2,1,5.0,7,232.0,514.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5257,31913930,2021-03-19,2021-03-21,Casa inteira em Bal Tres Marias,10,2,4,3,4.82,34,581.0,1311.9999999999998,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
848,30497949,2021-03-05,2021-03-07,Aviação,6,2,2,1,4.89,62,136.0,422.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1631,40704826,2021-02-26,2021-02-28,Santos,4,1,2,1,4.93,29,255.0,630.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
