,ID,Check-In,Check-Out,Localização,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Vista para o mar,Piscina,Lava-louças,Wi-Fi,Café da Manhã,Máquina de Lavar,Estacionamento gratuito,Academia,Jacuzzi,Secadora,Entrada/saída para esquis,Cozinha,Vista para as águas,Permitido animais,Lareira interna,Ar-condicionado,Self check-In,Elevador,Novo preço mais baixo,Raridade,Banheiro Compartilhado
1184,46281553,2021-03-26,2021-03-28,Gonzaga,4,1,3,1,5.0,12,183.0,365.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3102,22896213,2021-01-29,2021-01-31,Vila Julia,4,1,0,1,4.91,87,331.0,662.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5075,33703620,2021-02-26,2021-02-28,Casa inteira em Balneario São João Batista II,8,2,4,2,5.0,27,246.0,592.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,False
3162,42040376,2021-02-19,2021-02-21,Itararé,2,1,3,1,4.8,5,167.0,359.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
5152,46433010,2021-03-19,2021-03-21,Jardim Maramba,3,1,2,1,4.95,20,105.0,240.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
4001,24488673,2021-03-12,2021-03-14,Centro,5,1,2,1,4.69,61,102.0,203.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
2365,46033720,2021-04-02,2021-04-04,José Menino,4,1,2,1,5.0,9,260.0,654.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1641,39032782,2021-02-26,2021-02-28,BR,3,1,2,1,4.97,31,194.0,388.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,False
2037,45637188,2021-03-12,2021-03-14,Morro dos Barbosas,6,1,3,1,5.0,8,149.0,377.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,False
2462,32401352,2021-04-09,2021-04-11,Barra Funda,2,1,1,1,4.87,92,194.0,388.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True
1528,45637188,2021-03-19,2021-03-21,Morro dos Barbosas,6,1,3,1,5.0,9,149.0,377.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3079,46033720,2021-01-29,2021-01-31,José Menino,4,1,2,1,5.0,4,237.0,608.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2920,46833625,2021-01-29,2021-01-31,Aviação,5,2,3,2,5.0,3,236.0,571.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3434,46115874,2021-03-12,2021-03-14,Boqueirão,2,1,1,1,4.93,15,191.0,461.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
51,30011197,2021-02-19,2021-02-21,Vila Julia,4,1,2,1,4.96,49,290.0,650.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
3262,45020057,2021-02-19,2021-02-21,José Menino,4,1,1,1,4.89,27,344.0,818.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2293,42604902,2021-04-02,2021-04-04,Itararé,5,1,1,1,4.87,23,187.0,453.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3173,39602711,2021-02-19,2021-02-21,Praia Grande,4,1,3,1,4.86,7,196.0,491.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,False
2575,38039978,2021-04-23,2021-04-25,Santos,4,1,2,1,4.63,48,271.0,541.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False
1560,44860968,2021-03-12,2021-03-14,Centro,2,1,1,1,5.0,12,108.0,285.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,False
201,40184402,2021-02-12,2021-02-14,Guarujá,6,1,6,1,5.0,5,253.0,605.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4297,44642259,2021-03-05,2021-03-07,Guilhermina,6,2,7,3,4.96,26,237.0,593.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
3786,42001851,2021-02-26,2021-02-28,Casa inteira em Maitinga,4,2,3,1,4.75,16,247.0,593.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
5002,44683168,2021-02-26,2021-02-28,Casa inteira em Bal Tres Marias,15,4,8,3,4.67,6,769.0,1686.9999999999998,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4092,39084307,2021-03-05,2021-03-07,Casa inteira em Jd Neptunia,6,2,5,1,4.94,35,376.0,902.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4458,45754623,2021-02-26,2021-02-28,Casa inteira em Cibratel II,8,2,4,2,4.8,5,464.0,1048.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
3970,31185419,2021-03-26,2021-03-28,Casa de hóspedes inteira em Bertioga,6,2,4,1,4.74,32,232.0,514.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1876,29958587,2021-02-19,2021-02-21,Santos,4,1,2,1,4.88,78,203.0,540.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False
1958,40067438,2021-03-26,2021-03-28,Boqueirão,4,1,2,1,4.94,18,128.0,365.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,False
2021,45020057,2021-03-12,2021-03-14,José Menino,4,1,1,1,4.92,24,327.0,784.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,False
3088,20960671,2021-01-29,2021-01-31,Guarujá,7,2,6,3,4.74,24,975.0,2050.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4829,40947313,2021-03-05,2021-03-07,Casa inteira em Balneário Garça Vermelha,6,2,3,3,5.0,16,298.0,746.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1718,31436143,2021-02-26,2021-02-28,Santos,4,1,2,1,4.89,35,374.0,878.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4660,46743206,2021-03-26,2021-03-28,Vila Tupi,4,1,2,1,4.5,6,191.0,502.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
456,32407595,2021-03-12,2021-03-14,Parque Enseada,6,1,1,1,4.67,12,214.0,548.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1550,38798592,2021-03-26,2021-03-28,Guilhermina,6,2,4,2,4.92,27,179.0,468.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
5176,45591346,2021-03-12,2021-03-14,Casa inteira em Estância Bal Maria H Novaes,6,3,4,3,4.89,9,559.0,1267.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
3623,40633504,2021-03-05,2021-03-07,Boqueirão,4,1,1,1,4.94,64,263.0,605.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1976,24115709,2021-03-12,2021-03-14,Santos,3,1,4,1,4.95,105,161.0,417.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4198,10761664,2021-03-05,2021-03-07,Casa inteira em State of São Paulo,8,3,6,3,4.89,49,952.0,2143.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1911,32473078,2021-02-26,2021-02-28,Santos,5,1,4,1,4.83,18,284.0,708.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,False
4256,30737040,2021-03-26,2021-03-28,Gonzaga,4,1,2,1,4.63,91,208.0,485.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4913,16000395,2021-03-19,2021-03-21,Casa inteira em Itanhaém,12,3,10,3,4.81,52,713.0,1426.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2278,43043506,2021-04-09,2021-04-11,Gonzaga,5,2,3,2,4.88,33,314.0,627.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2165,35682443,2021-03-19,2021-03-21,Centro,2,1,3,1,4.4,28,86.0,251.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
2410,40532701,2021-04-02,2021-04-04,Gonzaga,4,1,2,1,4.91,23,228.0,605.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4224,30737040,2021-03-26,2021-03-28,Gonzaga,4,1,2,1,4.63,91,208.0,485.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,False
2844,35258533,2021-04-16,2021-04-18,José Menino,4,1,2,1,4.94,33,410.0,970.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3271,45974609,2021-02-26,2021-02-28,Vila Caiçara,8,2,2,2,5.0,9,165.0,399.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False
4034,22030682,2021-03-26,2021-03-28,Gonzaga,4,1,1,1,4.89,170,234.0,468.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2449,46745761,2021-04-23,2021-04-25,Barra Funda,5,1,3,1,5.0,7,153.0,404.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,False
2387,42086418,2021-04-16,2021-04-18,Ilha Porchat,4,1,2,1,5.0,14,127.0,253.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,True
3315,39763299,2021-03-26,2021-03-28,José Menino,3,1,2,1,4.65,51,107.0,294.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
3359,47041614,2021-03-12,2021-03-14,Cidade Ocian,5,1,2,1,4.75,8,177.0,354.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
5095,40281446,2021-03-26,2021-03-28,Casa inteira em Centro,13,3,7,2,4.68,23,462.0,1004.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4685,26355778,2021-03-12,2021-03-14,Vila Caiçara,6,2,2,2,5.0,50,216.0,571.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1826,47517305,2021-02-19,2021-02-21,Gonzaga,4,1,1,1,4.71,7,374.0,878.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
5199,46937984,2021-03-05,2021-03-07,Casa inteira em Residencial Park D'Aville,15,2,4,1,4.67,3,767.0,1683.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2385,47031517,2021-04-16,2021-04-18,Gonzaga,2,1,2,1,5.0,17,206.0,411.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,True
1921,45549349,2021-02-19,2021-02-21,Gonzaga,4,1,1,1,4.8,5,345.0,719.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
2618,31567025,2021-04-09,2021-04-11,Praia Grande,6,1,4,1,4.9,42,171.0,342.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
2860,45507297,2021-04-23,2021-04-25,São Paulo,5,1,4,1,5.0,5,160.0,320.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4494,47490820,2021-02-26,2021-02-28,Morumbi,3,1,2,1,5.0,3,215.0,620.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,False
4941,16288700,2021-03-12,2021-03-14,Casa de campo inteira em Pedro de Toledo,11,4,5,3,4.75,40,245.0,559.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
3634,46743206,2021-03-05,2021-03-07,Vila Tupi,4,1,2,1,4.4,5,191.0,502.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
300,22868881,2021-02-26,2021-02-28,Nova Mirim,6,1,3,1,4.89,46,200.0,399.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
5168,41132118,2021-03-12,2021-03-14,Parque Balneario Oasis,3,1,2,1,4.75,24,145.0,340.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
2065,40532701,2021-03-26,2021-03-28,Gonzaga,4,1,2,1,4.91,23,216.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4463,45639035,2021-02-19,2021-02-21,Guilhermina,4,1,3,2,5.0,8,350.0,798.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False
2421,46052240,2021-04-23,2021-04-25,Boqueirão,4,1,2,1,5.0,5,222.0,593.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,False
4919,34466908,2021-03-12,2021-03-14,Vila Caiçara,4,1,3,1,5.0,41,137.0,274.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
5007,32547945,2021-02-26,2021-02-28,Casa inteira em Estância Balneária Belmira Nova,10,3,7,2,4.92,13,617.0,1383.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1787,38516142,2021-02-12,2021-02-14,Centro,6,1,2,1,4.43,40,212.0,514.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,False
2527,32122547,2021-04-23,2021-04-25,Aparecida,4,1,3,1,4.72,135,123.0,246.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
2224,16815470,2021-03-26,2021-03-28,Praia Grande,7,2,4,1,3.25,4,147.0,394.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,False
516,47586746,2021-03-12,2021-03-14,Vila Auzira,6,1,1,1,5.0,4,203.0,525.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
4730,38477921,2021-03-05,2021-03-07,Praia Grande,5,1,5,1,4.67,24,213.0,525.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1682,40060303,2021-02-26,2021-02-28,Aparecida,8,3,5,2,4.95,22,253.0,706.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4291,46261182,2021-03-26,2021-03-28,Casa inteira em Maitinga,10,3,9,3,5.0,8,414.0,1027.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,True
3728,45219846,2021-02-19,2021-02-21,Balneario Guarujá,6,2,4,2,5.0,3,240.0,479.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1517,36237903,2021-03-19,2021-03-21,Guilhermina,4,1,3,1,4.72,36,149.0,297.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4824,16288700,2021-03-12,2021-03-14,Casa de campo inteira em Pedro de Toledo,11,4,5,3,4.75,40,245.0,559.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
5207,45722207,2021-03-12,2021-03-14,Casa inteira em Parque Oasis,8,3,6,3,5.0,6,760.0,1769.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2466,39026513,2021-04-23,2021-04-25,Jardim Las Palmas,4,2,3,2,5.0,27,177.0,354.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
109,44593752,2021-02-19,2021-02-21,Centro,5,1,1,1,4.7,10,308.0,616.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2447,30123921,2021-04-09,2021-04-11,Itararé,4,1,3,1,4.89,128,174.0,388.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
5179,39549389,2021-03-05,2021-03-07,Casa inteira em Baougainville Residencial,8,4,6,5,5.0,6,807.0,1883.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
1951,22135736,2021-03-19,2021-03-21,Itararé,6,2,3,2,4.89,106,206.0,582.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3946,39216218,2021-03-05,2021-03-07, São Vicente,3,1,1,1,4.96,52,121.0,342.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
3976,32407595,2021-03-19,2021-03-21,Parque Enseada,6,1,1,1,4.67,12,226.0,571.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,False
699,35063416,2021-03-26,2021-03-28,Barra Funda,5,2,2,3,4.97,33,294.0,708.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
4105,46295687,2021-03-26,2021-03-28,Casa de hóspedes inteira em Morada da Praia,4,1,2,1,4.67,6,105.0,349.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,False
3800,30282988,2021-02-19,2021-02-21,Itarare,3,1,2,1,4.89,9,240.0,479.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
4744,14945799,2021-03-19,2021-03-21,Aviação,6,1,5,1,4.94,50,422.0,844.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1950,30282988,2021-03-12,2021-03-14,Itarare,3,1,2,1,4.89,9,240.0,479.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4714,44341160,2021-03-26,2021-03-28,Chalé inteiro em Vila Rita Soares,4,1,2,1,4.89,19,272.0,593.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1601,45343143,2021-03-12,2021-03-14,Vila Tupi,6,1,5,1,4.94,16,168.0,456.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False
1214,39032782,2021-03-05,2021-03-07,BR,3,1,2,1,4.97,31,194.0,388.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
3444,36447876,2021-03-12,2021-03-14,Nova Mirim,6,1,2,1,4.73,64,176.0,426.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1862,15080287,2021-02-12,2021-02-14,Santos,2,1,1,1,4.89,167,214.0,588.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
1267,31952361,2021-03-12,2021-03-14,Centro,6,1,2,1,4.59,71,187.0,434.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
534,40939239,2021-03-26,2021-03-28,Pitangueiras,9,1,2,1,5.0,15,185.0,369.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,True
3591,22868881,2021-03-19,2021-03-21,Nova Mirim,6,1,3,1,4.89,46,206.0,411.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
1444,46461344,2021-03-26,2021-03-28,Vila Tupi,6,1,8,1,4.8,5,181.0,491.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5173,41132118,2021-03-26,2021-03-28,Parque Balneario Oasis,3,1,2,1,4.75,24,145.0,340.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
1149,29649713,2021-03-19,2021-03-21,Praia Grande,8,2,5,2,5.0,22,178.0,445.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2212,45020057,2021-03-05,2021-03-07,José Menino,4,1,1,1,4.92,24,344.0,818.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,False
4229,31952361,2021-03-12,2021-03-14,Centro,6,1,2,1,4.59,71,187.0,434.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
507,31952361,2021-03-12,2021-03-14,Centro,6,1,2,1,4.59,71,187.0,434.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
754,41143618,2021-03-26,2021-03-28,Mongagua,6,1,3,1,4.89,35,161.0,411.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
932,46045251,2021-03-05,2021-03-07,Gonzaga,4,2,2,2,4.38,13,279.0,558.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3526,41868008,2021-03-12,2021-03-14,Praia dos Sonhos,7,2,4,1,4.86,7,286.0,571.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False
5197,31913930,2021-03-26,2021-03-28,Casa inteira em Bal Tres Marias,10,2,4,3,4.82,34,581.0,1311.9999999999998,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
3592,45112809,2021-03-26,2021-03-28,Boqueirão,6,1,1,1,4.84,19,263.0,616.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
5023,45722207,2021-02-19,2021-02-21,Casa inteira em Parque Oasis,8,3,6,3,5.0,6,760.0,1769.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1928,42086418,2021-03-19,2021-03-21,Ilha Porchat,4,1,2,1,5.0,14,127.0,253.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
1359,13138016,2021-03-19,2021-03-21,Santos,4,1,2,1,4.77,177,106.0,262.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
636,39763299,2021-03-05,2021-03-07,José Menino,3,1,2,1,4.65,51,107.0,294.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
592,33244343,2021-03-26,2021-03-28,Barra Funda,6,2,3,2,4.83,37,457.0,913.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False
1562,29958587,2021-03-12,2021-03-14,Santos,4,1,2,1,4.88,78,181.0,496.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5158,31913930,2021-03-12,2021-03-14,Casa inteira em Bal Tres Marias,10,2,4,3,4.82,34,581.0,1311.9999999999998,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4188,43932528,2021-03-05,2021-03-07,Vila Matias,5,1,1,1,4.94,32,241.0,606.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
688,32407595,2021-03-05,2021-03-07,Parque Enseada,6,1,1,1,4.67,12,220.0,559.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1946,30282988,2021-03-05,2021-03-07,Itarare,3,1,2,1,4.89,9,240.0,479.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1910,39610645,2021-02-26,2021-02-28,Santos,4,1,2,1,4.88,81,545.0,1210.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3600,40673864,2021-03-05,2021-03-07,Casa inteira em Cibratel II,6,2,2,1,4.77,14,285.0,719.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
90,30771956,2021-02-12,2021-02-14,Parque Enseada,5,1,5,1,4.9,21,264.0,628.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1350,45103816,2021-03-05,2021-03-07,Vila Tupi,6,2,3,1,4.83,30,156.0,341.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2110,39704194,2021-03-12,2021-03-14,São Vicente,2,1,1,1,4.85,41,145.0,399.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
1081,47306066,2021-02-19,2021-02-21,Jardim Marina,6,1,1,2,5.0,4,304.0,434.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
3364,36259248,2021-03-26,2021-03-28,Praia dos Sonhos,4,1,3,1,5.0,26,151.0,331.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,True
1803,15988744,2021-02-12,2021-02-14,São Vicente/SP,2,1,1,1,5.0,3,180.0,479.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
99,39397199,2021-02-19,2021-02-21,Casa inteira em Balneario Praia do Perequê,7,2,2,1,4.6,5,212.0,514.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,True
2435,45479011,2021-04-09,2021-04-11,Ilha Porchat,4,1,2,1,5.0,16,211.0,502.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3093,31436143,2021-01-29,2021-01-31,Santos,4,1,2,1,4.88,34,383.0,896.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
442,41269141,2021-03-05,2021-03-07,Itararé,4,1,1,1,4.88,44,112.0,284.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
1919,31436143,2021-02-26,2021-02-28,Santos,4,1,2,1,4.89,35,374.0,878.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2670,41352574,2021-04-09,2021-04-11,Aviação,3,1,2,1,4.96,45,148.0,296.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
3136,40844259,2021-01-29,2021-01-31,Santos,4,1,2,1,4.88,17,291.0,712.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,False
705,5873475,2021-03-05,2021-03-07,Guarujá,4,2,3,1,4.68,75,211.0,502.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,False
930,41586041,2021-03-05,2021-03-07,Guarujá,5,2,4,1,5.0,38,296.0,742.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
877,35063416,2021-03-26,2021-03-28,Barra Funda,5,2,2,3,4.97,33,294.0,708.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4094,35417843,2021-03-19,2021-03-21,Riviera de São Lourenço,4,1,2,1,4.66,67,377.0,753.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3186,46215348,2021-02-19,2021-02-21,Casa inteira em Jardim Luciana,4,1,3,2,5.0,6,166.0,431.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
2170,31436143,2021-03-12,2021-03-14,Santos,4,1,2,1,4.89,35,356.0,841.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
144,46711040,2021-02-12,2021-02-14,Boqueirão,4,1,3,1,5.0,3,228.0,616.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
4429,36266946,2021-02-19,2021-02-21,Casa inteira em Parque Turistico,10,3,8,2,4.97,29,584.0,1347.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
